"V639","V640","V641","V642","V643","V644","V645","V646","V647","V648","V649","V650","V651","V652","V653","V654","V655","V656","V657","V658","V659","V660","V661","V662","V663","V664","V665","V666","V667","V668","V669","V673","V680","V683","V684","V685","V686","V687","V688","V689","V690","V691","V692","V693","V694","V695","V696","V697","V698","V699"
"133",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"134",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"135",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"136",1,2,1,1,1,3,1,3,1,4,1,1,3,2,3,4,3,3,3,3,3,2,2,2,2,2,8,8,8,3,2,5,2,3,2,4,2,4,3,3,2,3,2,8,3,3,4,2,1,1
"137",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"138",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"139",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"140",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"141",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"142",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"143",1,2,1,1,2,3,1,4,1,4,1,1,2,1,5,2,2,3,1,3,4,1,1,1,2,1,1,1,3,3,2,4,2,2,3,4,3,3,2,1,2,5,2,2,3,3,1,2,3,1
"144",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"145",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"146",1,2,2,2,3,3,2,2,2,3,1,2,3,2,3,2,3,4,2,3,4,2,1,1,2,2,1,3,3,2,1,5,3,4,3,4,2,4,2,3,2,3,2,2,3,2,2,3,1,1
"147",1,1,1,1,3,1,1,1,1,3,2,2,2,1,5,3,1,1,1,5,4,2,2,1,3,1,1,2,3,3,3,4,1,1,4,1,4,3,1,1,1,3,2,1,5,5,9,1,1,1
"148",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"149",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"150",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"151",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"152",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"153",1,3,2,3,3,4,4,2,2,4,1,4,4,1,3,4,2,2,2,3,4,3,3,2,3,1,8,2,4,8,3,5,2,2,3,5,3,3,2,3,3,4,2,0,3,2,2,3,4,0
"154",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"155",1,1,2,2,3,1,1,1,1,2,1,1,2,4,2,3,2,2,1,4,3,8,3,3,3,2,8,2,3,2,4,1,2,1,4,1,3,1,2,1,2,5,2,3,3,3,3,3,1,1
"156",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"157",1,3,3,2,2,2,1,2,1,4,2,2,2,2,5,2,2,4,2,4,3,8,8,2,2,2,1,8,2,3,8,1,1,1,3,2,4,2,5,1,3,4,2,2,2,4,1,3,1,1
"158",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"159",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"160",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"161",1,3,3,1,1,1,1,1,1,3,2,2,2,4,4,1,1,1,1,1,2,3,2,2,2,2,1,1,1,1,1,3,2,1,2,2,1,3,3,1,2,4,1,1,2,2,2,3,1,1
"162",1,2,2,3,3,2,4,2,1,3,2,1,1,2,5,3,3,3,2,4,3,1,1,1,1,1,1,1,3,3,2,4,8,4,3,4,2,4,2,3,2,3,2,0,2,4,8,4,4,0
"163",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"164",1,2,2,2,3,4,3,3,2,4,2,2,3,2,4,2,2,2,1,3,3,2,2,1,1,1,1,2,2,3,2,3,3,2,2,3,2,3,2,1,2,4,2,0,2,3,2,3,4,0
"165",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"166",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"167",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"168",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"169",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,2,9,2,8,8,4,8,4,1,1,2,3,2,4,8,2,1,4,2,2,1,4,1,2,1,1
"170",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"171",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"172",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"173",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"174",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"175",1,2,3,2,3,2,2,2,1,4,1,2,3,3,3,4,2,4,2,5,4,2,3,3,2,2,2,2,3,3,2,4,4,4,2,4,2,4,2,4,1,2,2,3,4,4,3,4,1,1
"176",1,2,2,2,2,1,1,3,1,1,2,1,3,1,2,4,3,2,2,2,3,2,1,1,2,2,1,2,2,3,3,2,4,1,4,2,3,3,4,2,3,4,2,3,2,2,9,3,1,1
"177",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"178",1,2,4,1,2,2,1,2,3,1,2,1,1,1,2,3,4,4,2,3,8,3,2,1,8,1,2,2,3,4,2,8,8,8,2,3,2,4,4,8,2,3,2,2,3,2,3,8,1,1
"179",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"180",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"181",1,2,2,2,2,1,1,1,1,1,1,1,1,1,4,2,2,2,1,4,3,2,2,2,3,2,2,2,3,2,3,3,2,2,3,2,4,2,4,2,2,4,2,1,3,3,3,3,1,1
"182",1,2,2,1,1,2,2,1,1,4,3,1,1,1,3,1,3,1,1,3,1,3,3,3,2,3,2,2,2,3,3,3,3,1,3,2,3,3,4,3,4,8,8,3,3,3,3,3,1,1
"183",1,2,1,1,3,1,1,2,1,4,1,2,3,2,3,3,2,3,3,3,3,2,2,1,2,1,2,2,3,2,2,4,2,4,2,3,3,3,3,3,1,2,2,2,3,3,2,2,1,1
"184",1,2,3,1,1,1,1,1,1,4,2,2,1,1,2,3,1,2,3,3,2,3,3,3,3,3,3,2,2,2,2,3,2,2,4,3,2,3,4,2,2,4,3,2,2,2,2,2,1,1
"185",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"186",1,2,2,2,3,2,1,1,1,3,1,1,2,2,2,2,3,1,1,3,3,2,1,1,3,1,1,8,2,1,2,4,2,2,4,3,2,1,3,1,2,5,2,2,8,8,8,8,1,1
"187",1,2,2,1,3,2,1,1,1,3,1,1,3,3,4,3,2,4,1,4,3,2,1,1,1,1,1,2,8,2,2,4,4,2,3,8,2,4,4,2,2,4,2,1,2,2,2,2,3,1
"188",1,2,3,3,3,2,2,2,2,3,2,2,2,4,2,4,4,4,4,1,2,3,3,2,3,2,3,1,3,4,3,2,4,4,2,4,2,4,2,4,2,1,1,2,2,2,2,4,1,0
"189",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"190",1,2,3,1,1,3,2,4,2,4,1,2,4,4,3,3,2,3,4,2,3,1,2,2,1,1,2,1,3,1,3,5,4,4,2,5,2,5,4,5,1,1,2,3,4,2,3,3,1,1
"191",1,3,1,2,3,2,1,2,1,3,1,1,2,2,1,2,2,4,2,1,2,3,2,2,3,1,2,1,2,3,3,4,2,2,3,3,2,3,2,2,1,3,2,2,2,2,2,2,1,1
"192",1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,1,2,1,4,2,2,2,2,2,2,2,2,3,3,2,4,4,2,3,2,2,4,2,2,2,5,2,2,4,2,2,2,1,1
"193",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"194",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"195",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"196",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"197",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"198",1,3,3,1,3,1,1,2,1,4,2,1,1,1,3,1,1,1,1,3,1,2,3,1,2,2,2,2,2,1,2,3,1,1,3,1,3,4,5,1,1,5,2,1,2,2,1,1,1,1
"199",1,3,2,1,1,2,2,1,1,3,1,1,3,1,5,1,1,3,2,4,4,2,2,2,2,2,2,2,8,8,8,4,4,4,2,4,2,3,8,5,1,2,2,8,2,4,2,4,1,1
"200",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"201",1,3,2,2,2,3,3,3,2,1,1,3,3,2,5,3,3,8,8,8,9,8,8,8,2,8,4,8,4,4,1,5,1,4,3,4,2,4,1,8,1,4,3,0,8,8,8,8,4,0
"202",1,2,1,3,4,2,8,4,1,1,1,3,3,4,4,5,4,4,1,2,1,8,2,8,8,1,1,1,4,2,8,5,2,2,4,2,4,2,4,2,2,5,2,3,2,2,2,8,1,1
"203",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"204",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"205",1,1,1,1,1,2,2,1,1,4,3,2,3,1,3,4,4,2,3,3,4,2,3,2,2,2,2,3,3,3,4,4,2,4,3,3,3,4,4,4,2,3,2,2,3,3,3,3,1,1
"206",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"207",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"208",1,9,9,1,9,1,1,1,1,8,2,2,2,2,2,1,1,2,8,2,3,1,1,1,1,1,2,1,2,1,1,4,2,8,8,3,2,2,3,3,2,8,2,0,3,4,2,4,4,0
"209",1,3,3,2,2,2,1,1,1,4,2,1,1,1,4,3,4,2,2,4,4,2,2,1,2,1,1,1,3,4,2,4,2,3,2,3,1,4,2,2,1,4,2,1,2,4,3,2,1,1
"210",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"211",1,2,2,2,2,3,2,3,1,2,3,3,3,8,3,5,4,4,3,3,3,2,2,2,1,2,3,2,4,3,3,5,4,2,2,4,2,5,4,3,1,8,2,4,4,2,2,2,1,1
"212",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"213",1,2,2,2,2,1,1,2,1,1,1,8,8,2,8,8,8,4,2,8,8,2,2,2,8,2,2,2,2,3,8,4,4,8,2,4,2,8,2,8,2,8,2,2,8,2,2,2,1,1
"214",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"215",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"216",1,2,2,2,2,3,2,2,1,2,1,2,3,2,4,4,3,4,3,3,2,3,2,2,3,2,2,2,2,3,3,3,2,2,3,3,3,2,4,1,1,5,2,8,2,3,2,4,1,1
"217",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"218",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"219",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"220",1,2,1,2,2,4,3,4,3,4,2,4,4,4,2,4,3,3,4,2,1,2,2,2,2,2,3,3,3,4,3,3,4,3,2,4,1,2,3,3,2,4,2,4,8,1,3,2,1,1
"221",1,1,1,1,1,2,2,2,1,2,1,1,1,2,3,2,2,2,2,8,2,2,2,2,2,2,4,2,2,2,2,2,3,3,3,1,4,4,4,1,1,5,2,1,4,3,8,8,4,1
"222",1,1,1,1,2,1,1,1,1,4,1,1,1,1,2,1,1,4,2,4,2,3,3,1,3,1,1,1,3,1,1,5,4,2,2,2,2,2,5,1,1,5,2,1,1,2,1,2,1,1
"223",1,2,3,3,1,1,1,1,1,4,1,2,2,3,4,3,3,3,3,2,1,3,3,2,2,1,2,2,3,4,2,3,3,3,2,5,1,4,4,5,1,2,2,3,3,4,3,4,4,1
"224",1,2,2,2,2,3,3,4,2,3,2,3,4,3,2,3,2,4,2,3,2,1,2,1,2,2,2,2,3,3,3,5,4,3,3,4,2,3,4,4,1,2,2,2,3,3,2,3,1,1
"225",1,2,2,2,2,2,2,2,2,4,2,2,3,2,3,2,2,3,3,3,3,2,2,2,2,2,2,2,3,3,2,3,3,2,2,3,2,4,2,3,2,3,2,2,2,4,2,3,1,1
"226",1,1,2,2,3,2,2,2,1,4,1,2,4,2,3,3,2,4,2,3,3,2,2,2,1,8,1,2,8,8,8,3,2,4,2,5,2,4,3,2,2,8,2,2,3,3,3,2,1,1
"227",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"228",1,1,2,2,2,2,2,2,2,4,2,8,8,1,4,5,5,4,3,3,8,2,8,8,8,8,8,8,4,4,8,8,3,4,8,5,2,4,2,8,2,8,2,3,3,2,4,2,1,1
"229",1,2,1,2,2,2,1,1,1,3,1,1,2,3,1,4,4,1,2,2,2,2,2,1,1,1,2,2,2,3,3,1,4,2,3,3,4,2,3,2,1,4,2,1,2,4,2,3,1,1
"230",1,2,2,2,2,3,2,2,1,2,1,1,3,1,4,4,2,8,2,2,8,2,1,3,3,2,2,2,3,3,2,3,4,3,2,5,1,3,2,3,1,4,2,2,2,4,4,3,1,1
"231",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"232",1,1,2,2,3,1,1,2,1,2,1,2,3,2,3,2,1,2,1,4,4,2,2,2,2,1,1,1,2,2,2,2,2,2,3,3,4,2,5,1,2,4,2,1,2,5,2,4,1,1
"233",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"234",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"235",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"236",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"237",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"238",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"239",1,2,2,2,2,1,1,1,1,3,1,2,2,2,2,3,2,3,2,3,3,3,3,2,3,2,2,8,8,3,2,3,2,2,2,3,2,3,2,3,2,3,2,2,2,4,2,3,1,1
"240",1,3,2,1,1,3,4,1,1,3,1,1,4,1,1,2,1,4,1,4,2,1,1,1,3,1,1,1,1,1,3,5,4,2,4,4,2,4,2,1,1,3,2,0,2,3,3,3,4,0
"241",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"242",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"243",1,3,2,1,3,1,1,1,1,4,2,1,1,1,4,1,1,2,1,4,4,2,1,2,3,2,1,3,8,1,2,2,1,1,5,3,5,1,2,1,2,5,2,1,1,4,2,4,1,1
"244",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"245",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"246",1,2,2,2,2,2,2,3,2,4,3,2,4,2,2,2,2,3,3,2,2,2,2,3,3,2,2,2,2,2,2,1,1,1,3,1,3,1,3,1,2,4,2,2,2,3,8,3,1,1
"247",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"248",1,4,8,8,8,2,1,1,1,4,2,2,3,2,2,3,3,2,1,3,2,3,3,2,2,2,2,8,3,2,3,4,3,1,4,3,5,1,4,1,4,5,2,1,3,8,4,2,1,1
"249",1,2,3,3,2,3,2,2,2,4,1,2,3,5,2,5,4,5,5,3,2,3,3,3,4,2,4,2,3,4,4,5,2,4,4,4,2,4,2,2,2,4,2,4,5,2,4,1,1,7
"250",1,3,3,1,1,1,1,2,2,3,2,1,4,3,5,5,3,2,2,4,4,1,2,2,2,2,2,1,4,4,2,4,3,3,2,3,2,3,2,3,1,5,2,1,1,4,2,3,1,1
"251",1,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,8,3,3,3,2,8,8,2,8,8,8,8,8,8,4,1,2,8,8,8,8,8,8,8,4,2,8,8,8,8,8,1,1
"252",1,2,2,1,2,2,2,2,1,3,3,2,2,5,2,3,8,4,1,4,3,2,1,1,2,1,1,1,1,3,2,5,8,2,3,4,8,3,2,2,2,4,2,2,2,3,3,4,1,1
"253",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"254",1,2,2,3,2,3,3,3,3,4,2,4,4,4,2,2,2,4,5,4,3,1,2,2,2,2,3,1,4,2,2,5,2,2,2,4,3,4,2,3,2,3,2,4,3,1,4,2,1,1
"255",1,2,3,2,2,3,2,2,2,4,1,2,3,3,4,3,3,4,2,4,4,2,2,1,3,1,1,2,4,3,2,5,4,2,2,4,3,4,1,2,1,4,2,2,3,2,2,2,1,1
"256",1,2,2,2,2,2,1,1,2,2,1,1,2,2,4,2,2,4,2,4,3,2,2,1,1,2,2,2,3,2,2,4,2,4,3,3,2,4,4,3,2,4,2,2,3,4,2,4,1,1
"257",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"258",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"259",1,3,3,1,3,1,1,1,1,3,8,1,1,1,1,1,1,8,8,1,8,4,8,1,1,1,2,1,3,3,8,1,1,1,3,1,5,1,5,1,5,5,8,1,1,1,1,5,1,1
"260",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"261",1,2,2,1,2,2,1,2,2,3,1,2,2,3,3,3,2,4,3,4,3,1,2,2,2,2,2,2,3,3,2,3,3,2,2,3,2,3,4,2,2,4,2,2,3,2,2,2,1,1
"262",1,2,2,1,3,3,2,2,1,4,2,1,4,3,2,3,2,2,2,1,2,2,3,2,2,1,1,2,2,4,3,5,4,3,1,5,1,5,1,4,1,2,2,2,3,3,2,3,1,1
"263",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"264",1,2,2,2,2,2,2,2,2,2,2,3,2,5,5,3,4,4,4,4,4,3,2,2,3,1,1,1,8,2,8,4,2,4,4,2,4,4,5,1,2,5,2,1,2,4,4,4,1,1
"265",1,3,2,2,2,3,2,3,1,3,1,2,3,2,3,3,2,4,3,3,3,3,3,3,2,2,2,2,3,3,2,4,2,4,2,3,2,4,4,3,2,3,2,2,3,3,2,3,1,1
"266",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
